Model,Variant,Year,Odometer_Reading,Fuel_type,Transmission,Price,Car_age,Price_per_year,KM_per_year,Brand
Hyundai Alcazar,Signature (O) Turbo DCT,2024,31000,Petrol,Automatic,1625000.0,2,812500.0,15500.0,Hyundai
Mercedes-Benz GLC,Progressive 220d,2018,67000,Diesel,Automatic,2390000.0,8,298750.0,8375.0,Mercedes-Benz
Kia Seltos,HTK Plus,2023,40000,Petrol,Manual,1226000.0,3,408666.6666666667,13333.333333333334,Kia
Audi Q7,Technology,2023,32000,Petrol,Automatic,6650000.0,3,2216666.6666666665,10666.666666666666,Audi
Honda City,i VTEC VX,2017,85036,Petrol,Manual,433000.0,9,48111.11111111111,9448.444444444445,Honda
Hyundai Creta,1.6 E Plus,2020,64000,Petrol,Manual,695000.0,6,115833.33333333333,10666.666666666666,Hyundai
Mercedes-Benz GLC,220d 4MATIC,2022,70000,Diesel,Automatic,4300000.0,4,1075000.0,17500.0,Mercedes-Benz
Hyundai i20,Sportz IVT BSVI,2020,54000,Petrol,Automatic,625000.0,6,104166.66666666667,9000.0,Hyundai
Audi Q3 Sportback,40TFSI Quattro,2023,12000,Petrol,Automatic,3700000.0,3,1233333.3333333333,4000.0,Audi
Ford Ecosport,1.5 Petrol Trend Plus AT BSIV,2019,103265,Petrol,Automatic,411000.00000000006,7,58714.285714285725,14752.142857142857,Ford
Mercedes-Benz E-Class,Exclusive E 200 BSIV,2018,30000,Petrol,Automatic,2900000.0,8,362500.0,3750.0,Mercedes-Benz
Toyota Innova Crysta,2.4 G 7 STR,2022,40000,Diesel,Manual,1800000.0,4,450000.0,10000.0,Toyota
Hyundai Creta,EX BSVI,2021,31000,Petrol,Manual,869999.9999999999,5,173999.99999999997,6200.0,Hyundai
Mercedes-Benz GLC,200,2022,40000,Petrol,Automatic,4399000.0,4,1099750.0,10000.0,Mercedes-Benz
BMW 7 Series,730Ld DPE Signature,2019,56000,Diesel,Automatic,4300000.0,7,614285.7142857143,8000.0,BMW
Mercedes-Benz GLC,200,2022,45000,Petrol,Automatic,3790000.0,4,947500.0,11250.0,Mercedes-Benz
Hyundai Creta,E Diesel BSVI,2021,42000,Diesel,Manual,985000.0,5,197000.0,8400.0,Hyundai
Mercedes-Benz S-Class,S 450,2021,35000,Petrol,Automatic,8200000.0,5,1640000.0,7000.0,Mercedes-Benz
Tata Harrier,XZ BSVI,2021,170000,Diesel,Manual,1100000.0,5,220000.0,34000.0,Tata
Mercedes-Benz E-Class,Exclusive E 200 BSVI,2022,60000,Petrol,Automatic,4300000.0,4,1075000.0,15000.0,Mercedes-Benz
Kia Seltos,HTX Plus Diesel,2022,40300,Diesel,Manual,1200000.0,4,300000.0,10075.0,Kia
BMW X1,sDrive 20d xLine,2016,69000,Diesel,Automatic,1090000.0,10,109000.0,6900.0,BMW
Hyundai Creta,EX,2023,30000,Petrol,Manual,1160000.0,3,386666.6666666667,10000.0,Hyundai
Toyota Innova Crysta,2.7 ZX AT BSIV,2016,72000,Petrol,Automatic,1150000.0,10,115000.0,7200.0,Toyota
Hyundai Grand i10,1.2 CRDi Sportz,2019,84000,Diesel,Manual,385000.0,7,55000.0,12000.0,Hyundai
Toyota Corolla Altis,1.8 G,2017,60000,Petrol,Manual,745000.0,9,82777.77777777778,6666.666666666667,Toyota
Kia Seltos,GTX Plus Turbo DCT,2024,10000,Petrol,Automatic,1890000.0,2,945000.0,5000.0,Kia
Renault Triber,RXZ EASY-R AMT,2023,16742,Petrol,Automatic,649000.0,3,216333.33333333334,5580.666666666667,Renault
Hyundai Grand i10 Nios,Asta,2020,46000,Petrol,Manual,449000.0,6,74833.33333333333,7666.666666666667,Hyundai
Hyundai i20,Asta Option CVT BSIV,2019,62000,Petrol,Automatic,550000.0,7,78571.42857142857,8857.142857142857,Hyundai
Hyundai Creta,SX BSVI,2021,48000,Petrol,Manual,1300000.0,5,260000.0,9600.0,Hyundai
Honda City,ZX CVT,2022,41000,Petrol,Automatic,1050000.0,4,262500.0,10250.0,Honda
Lexus ES,300h Luxury 2020-2022,2021,24000,Petrol,Automatic,3700000.0,5,740000.0,4800.0,Lexus
Honda City,i-VTEC VX,2018,68000,Petrol,Manual,630000.0,8,78750.0,8500.0,Honda
Hyundai Creta,1.6 SX Automatic,2019,74000,Petrol,Automatic,900000.0,7,128571.42857142857,10571.42857142857,Hyundai
Mercedes-Benz CLA,200 CGI Sport,2017,47000,Petrol,Automatic,1590000.0,9,176666.66666666666,5222.222222222223,Mercedes-Benz
MG Hector,Sharp DCT,2020,53053,Petrol,Automatic,993000.0,6,165500.0,8842.166666666666,MG
Audi Q7,Technology,2025,12000,Petrol,Automatic,7950000.0,1,7950000.0,12000.0,Audi
Tata Nexon,1.2 Revotron XM,2020,85000,Petrol,Manual,620000.0,6,103333.33333333333,14166.666666666666,Tata
Hyundai Creta,SX Diesel BSVI,2022,53000,Diesel,Manual,1150000.0,4,287500.0,13250.0,Hyundai
Hyundai Creta,S Plus Knight,2023,51000,Petrol,Manual,1199000.0,3,399666.6666666667,17000.0,Hyundai
BMW X4,M Sport X xDrive20d,2020,49000,Diesel,Automatic,3290000.0,6,548333.3333333334,8166.666666666667,BMW
Toyota Fortuner,2.8 2WD AT BSIV,2017,120000,Diesel,Automatic,2200000.0,9,244444.44444444444,13333.333333333334,Toyota
BMW X4,M Sport X xDrive20d,2020,49000,Diesel,Automatic,3490000.0,6,581666.6666666666,8166.666666666667,BMW
Toyota Innova Crysta,2.4 VX MT BSIV,2018,63000,Diesel,Manual,1445000.0,8,180625.0,7875.0,Toyota
Mercedes-Benz GLB,200 Progressive Line,2024,2700,Petrol,Automatic,4890000.0,2,2445000.0,1350.0,Mercedes-Benz
Hyundai Xcent,1.2 VTVT E Plus,2018,64000,Petrol,Manual,400000.0,8,50000.0,8000.0,Hyundai
Kia Seltos,GTX Plus Diesel AT,2022,63842,Diesel,Automatic,1243000.0,4,310750.0,15960.5,Kia
Kia Seltos,HTK Plus G,2021,50000,Petrol,Manual,894999.9999999999,5,178999.99999999997,10000.0,Kia
Kia Carens,Luxury Turbo 2022-2023,2022,45000,Petrol,Manual,1075000.0,4,268750.0,11250.0,Kia
Audi A6,35 TFSI,2017,70000,Petrol,Automatic,1750000.0,9,194444.44444444444,7777.777777777777,Audi
Honda City,i VTEC CVT VX,2016,67437,Petrol,Automatic,428000.0,10,42800.0,6743.7,Honda
Kia Seltos,HTX (O) iVT,2022,77455,Petrol,Automatic,973000.0,4,243250.0,19363.75,Kia
Honda Amaze,S i-Vtech,2013,50000,Petrol,Manual,196000.0,13,15076.923076923076,3846.153846153846,Honda
Hyundai Creta,SX Turbo Dualtone BSVI,2020,71000,Petrol,Automatic,1125000.0,6,187500.0,11833.333333333334,Hyundai
Honda City,V,2018,48514,Petrol,Manual,589000.0,8,73625.0,6064.25,Honda
Toyota Corolla Altis,1.8 J,2011,60000,Petrol,Manual,200000.0,15,13333.333333333334,4000.0,Toyota
Honda City,i-VTEC CVT ZX,2018,85000,Petrol,Automatic,550000.0,8,68750.0,10625.0,Honda
Honda City,i VTEC V,2016,44000,Petrol,Manual,490000.00000000006,10,49000.00000000001,4400.0,Honda
Kia Sonet,HTK (O),2024,32000,Petrol,Manual,875000.0,2,437500.0,16000.0,Kia
Toyota Etios,V,2011,100000,Petrol,Manual,181000.0,15,12066.666666666666,6666.666666666667,Toyota
Tata Tigor,XZ Plus,2023,40000,Petrol,Manual,749000.0,3,249666.66666666666,13333.333333333334,Tata
Honda Jazz,1.2 V AT i VTEC,2017,72000,Petrol,Automatic,399000.0,9,44333.333333333336,8000.0,Honda
Jeep Compass,1.4 Sport,2018,58000,Petrol,Manual,750000.0,8,93750.0,7250.0,Jeep
Kia Carens,Luxury Plus Diesel AT 6 STR BSVI,2022,80500,Diesel,Automatic,1395000.0,4,348750.0,20125.0,Kia
Audi A4,35 TDI Technology,2017,78000,Diesel,Automatic,1300000.0,9,144444.44444444444,8666.666666666666,Audi
Hyundai Creta,EX(O) iVT,2025,11000,Petrol,Automatic,1450000.0,1,1450000.0,11000.0,Hyundai
Ford Ecosport,Titanium,2019,36625,Petrol,Manual,577000.0,7,82428.57142857143,5232.142857142857,Ford
Mercedes-Benz C-Class,C 200 AVANTGARDE,2015,90000,Petrol,Automatic,1500000.0,11,136363.63636363635,8181.818181818182,Mercedes-Benz
Toyota Corolla Altis,1.8 G,2018,31000,Petrol,Manual,1025000.0,8,128125.0,3875.0,Toyota
Tata Curvv,Accomplished S Hyperion DCA,2025,7000,Petrol,Automatic,1299000.0,1,1299000.0,7000.0,Tata
Hyundai Creta,1.6 VTVT SX Plus,2016,81000,Petrol,Manual,560000.0,10,56000.0,8100.0,Hyundai
Honda Amaze,S i-Vtech,2013,50000,Petrol,Manual,215000.0,13,16538.46153846154,3846.153846153846,Honda
Hyundai Grand i10,AT Asta,2015,96000,Petrol,Automatic,375000.0,11,34090.90909090909,8727.272727272728,Hyundai
Ford Ecosport,1.5 Ti VCT AT Titanium,2015,76000,Petrol,Automatic,385000.0,11,35000.0,6909.090909090909,Ford
Honda WR-V,i-VTEC VX,2018,60000,Petrol,Manual,480000.0,8,60000.0,7500.0,Honda
Hyundai i20,Asta Option CVT BSIV,2019,62000,Petrol,Automatic,540000.0,7,77142.85714285714,8857.142857142857,Hyundai
Honda City,i VTEC CVT VX,2016,45000,Petrol,Automatic,500000.0,10,50000.0,4500.0,Honda
Ford Ecosport,1.5 Petrol Titanium Plus AT BSIV,2019,66000,Petrol,Automatic,585000.0,7,83571.42857142857,9428.57142857143,Ford
Honda Amaze,S i-Vtech,2013,59000,Petrol,Manual,300000.0,13,23076.923076923078,4538.461538461538,Honda
Land Rover Discovery Sport,Dynamic SE Diesel,2022,48000,Diesel,Automatic,4250000.0,4,1062500.0,12000.0,Land Rover
Jeep Compass,1.4 Limited Opt DCT BSVI,2021,58000,Petrol,Automatic,1350000.0,5,270000.0,11600.0,Jeep
Maruti Suzuki Ciaz,ZXi,2014,43627,Petrol,Manual,450000.0,12,37500.0,3635.5833333333335,Maruti Suzuki
Hyundai Grand i10,1.2 Kappa Magna AT,2019,65000,Petrol,Automatic,465000.00000000006,7,66428.57142857143,9285.714285714286,Hyundai
Jeep Compass,1.4 Longitude Option BSIV,2019,42571,Petrol,Automatic,847000.0000000001,7,121000.00000000001,6081.571428571428,Jeep
Toyota Etios,G,2013,19000,Petrol,Manual,550000.0,13,42307.692307692305,1461.5384615384614,Toyota
Toyota Corolla Altis,GL MT,2014,76000,Petrol,Manual,410000.0,12,34166.666666666664,6333.333333333333,Toyota
Hyundai Creta,SX Opt Turbo BSVI,2020,37960,Petrol,Automatic,1038000.0,6,173000.0,6326.666666666667,Hyundai
Hyundai Grand i10,Sportz,2014,48785,Petrol,Manual,350000.0,12,29166.666666666668,4065.4166666666665,Hyundai
Ford Ecosport,1.5 Petrol Titanium Plus BSIV,2016,21000,Petrol,Manual,435000.0,10,43500.0,2100.0,Ford
Hyundai i20,Sportz BSVI,2025,21264,Petrol,Manual,715000.0,1,715000.0,21264.0,Hyundai
Maruti Suzuki Ciaz,Delta BSVI,2021,110000,Petrol,Manual,850000.0,5,170000.0,22000.0,Maruti Suzuki
Toyota Corolla Altis,Petrol LE,2015,72816,Petrol,Manual,532000.0,11,48363.63636363636,6619.636363636364,Toyota
Maruti Suzuki Ciaz,1.4 Delta,2018,64000,Petrol,Manual,465000.00000000006,8,58125.00000000001,8000.0,Maruti Suzuki
Mercedes-Benz GLE,300d 4Matic,2024,12000,Diesel,Automatic,7800000.0,2,3900000.0,6000.0,Mercedes-Benz
Tata Indigo,GLS,2017,50000,Petrol,Manual,220000.00000000003,9,24444.44444444445,5555.555555555556,Tata
Hyundai Grand i10,1.2 Kappa Sportz Option AT,2017,36000,Petrol,Automatic,385000.0,9,42777.77777777778,4000.0,Hyundai
Hyundai i20,Magna Plus BSIV,2019,37531,Petrol,Manual,468000.0,7,66857.14285714286,5361.571428571428,Hyundai
Mercedes-Benz E-Class,Expression E 200 BSIV,2019,28000,Petrol,Automatic,3590000.0,7,512857.14285714284,4000.0,Mercedes-Benz
Honda Amaze,S Option i-VTEC,2017,80000,Petrol,Manual,310000.0,9,34444.444444444445,8888.888888888889,Honda
BMW 3 Series GT,M Sport Petrol,2019,60000,Petrol,Automatic,2550000.0,7,364285.71428571426,8571.42857142857,BMW
Honda Amaze 2nd Gen,S,2023,52000,Petrol,Manual,610000.0,3,203333.33333333334,17333.333333333332,Honda
Ford Ecosport,1.5 Petrol Titanium Plus BSIV,2016,20000,Petrol,Manual,420000.0,10,42000.0,2000.0,Ford
Mahindra XUV500,W7 BSIV,2018,100000,Diesel,Manual,650000.0,8,81250.0,12500.0,Mahindra
Mercedes-Benz GLC,200,2022,74000,Petrol,Automatic,3849000.0,4,962250.0,18500.0,Mercedes-Benz
Mercedes-Benz GLC,220d 4MATIC Style,2017,91000,Diesel,Automatic,1714999.9999999998,9,190555.55555555553,10111.111111111111,Mercedes-Benz
Hyundai Grand i10,1.2 Kappa Magna BSIV,2019,90000,Petrol,Manual,360000.0,7,51428.57142857143,12857.142857142857,Hyundai
Hyundai i20,Asta Option 1.2,2016,47000,Petrol,Manual,445000.0,10,44500.0,4700.0,Hyundai
Hyundai Creta,EX Diesel BSVI,2021,48000,Diesel,Manual,894999.9999999999,5,178999.99999999997,9600.0,Hyundai
MG Hector,Sharp CVT,2021,39000,Petrol,Automatic,1095000.0,5,219000.0,7800.0,MG
Hyundai Grand i10,Sportz,2014,80000,Petrol,Manual,210000.0,12,17500.0,6666.666666666667,Hyundai
Hyundai Creta,EX Diesel BSVI,2021,70000,Diesel,Manual,930000.0,5,186000.0,14000.0,Hyundai
Jaguar XJ,2.0L Portfolio,2017,44000,Petrol,Automatic,3190000.0,9,354444.44444444444,4888.888888888889,Jaguar
Kia Seltos,HTX IVT,2023,33000,Petrol,Automatic,1345000.0,3,448333.3333333333,11000.0,Kia
Mahindra XUV500,W6 2WD,2018,90000,Diesel,Manual,625000.0,8,78125.0,11250.0,Mahindra
BMW X5 M,Competition,2022,35000,Petrol,Automatic,4800000.0,4,1200000.0,8750.0,BMW
Volvo S60,D4 SUMMUM,2016,78000,Diesel,Automatic,950000.0,10,95000.0,7800.0,Volvo
Jeep Compass,1.4 Limited Plus,2020,47000,Petrol,Automatic,1175000.0,6,195833.33333333334,7833.333333333333,Jeep
Honda City,i-VTEC CVT ZX,2018,80000,Petrol,Automatic,620000.0,8,77500.0,10000.0,Honda
Mercedes-Benz GLC,200,2022,74000,Petrol,Automatic,3790000.0,4,947500.0,18500.0,Mercedes-Benz
Toyota Etios Liva,1.2 G,2016,88000,Petrol,Manual,365000.0,10,36500.0,8800.0,Toyota
Toyota Glanza,G,2019,69000,Petrol,Manual,495000.0,7,70714.28571428571,9857.142857142857,Toyota
Honda CR-V,2.4L 4WD AT,2017,70000,Petrol,Automatic,975000.0,9,108333.33333333333,7777.777777777777,Honda
Audi Q3,30 TFSI Premium FWD,2019,64000,Petrol,Automatic,1875000.0,7,267857.14285714284,9142.857142857143,Audi
Skoda Kushaq,1.0 TSI Style BSVI,2022,56442,Petrol,Manual,875000.0,4,218750.0,14110.5,Skoda
Maruti Suzuki Ciaz,1.4 Delta,2017,92709,Petrol,Manual,363000.0,9,40333.333333333336,10301.0,Maruti Suzuki
Tata Nexon,1.5 Revotorq XZ Plus,2018,82000,Diesel,Manual,520000.0,8,65000.0,10250.0,Tata
Mercedes-Benz CLA,200 CGI Sport,2016,16000,Petrol,Automatic,2000000.0,10,200000.0,1600.0,Mercedes-Benz
Hyundai Venue,SX Turbo BSIV,2019,86784,Petrol,Manual,546000.0,7,78000.0,12397.714285714286,Hyundai
Mercedes-Benz GLC,220d 4MATIC,2021,36000,Diesel,Automatic,3775000.0,5,755000.0,7200.0,Mercedes-Benz
Maruti Suzuki Swift Dzire,LXi,2011,150000,Petrol,Manual,165000.0,15,11000.0,10000.0,Maruti Suzuki
Kia Seltos,HTX IVT,2024,13500,Petrol,Automatic,1525000.0,2,762500.0,6750.0,Kia
Maruti Suzuki Ciaz,Zeta BSVI,2022,35000,Petrol,Manual,725000.0,4,181250.0,8750.0,Maruti Suzuki
Hyundai Venue,S Turbo BSIV,2019,59000,Petrol,Manual,625000.0,7,89285.71428571429,8428.57142857143,Hyundai
Hyundai Venue,SX Diesel BSVI,2022,80000,Diesel,Manual,900000.0,4,225000.0,20000.0,Hyundai
Honda WR-V,i-VTEC VX,2017,79000,Petrol,Manual,485000.0,9,53888.88888888889,8777.777777777777,Honda
BMW X3,xDrive30i SportX Plus,2022,11900,Petrol,Automatic,4890000.0,4,1222500.0,2975.0,BMW
Honda City,i-VTEC CVT V,2018,40000,Petrol,Automatic,635000.0,8,79375.0,5000.0,Honda
Toyota Etios,1.5 GX,2017,90000,Petrol,Manual,410000.0,9,45555.555555555555,10000.0,Toyota
Honda City,V MT,2022,68000,Petrol,Manual,790000.0,4,197500.0,17000.0,Honda
Honda CR-V,Diesel 2WD,2019,120000,Diesel,Automatic,1299000.0,7,185571.42857142858,17142.85714285714,Honda
Hyundai Alcazar,Signature,2023,17000,Petrol,Manual,1650000.0,3,550000.0,5666.666666666667,Hyundai
Tata Nexon,1.5 Revotorq XZA Plus,2018,120000,Diesel,Automatic,500000.0,8,62500.0,15000.0,Tata
Tata Curvv,Creative Plus S DCA,2024,9000,Petrol,Automatic,1299000.0,2,649500.0,4500.0,Tata
Hyundai Venue,SX Opt Turbo iMT DT BSVI,2022,60000,Petrol,Manual,690000.0,4,172500.0,15000.0,Hyundai
Toyota Rumion,G,2025,5000,Petrol,Manual,1045000.0,1,1045000.0,5000.0,Toyota
Kia Carnival,Limousine,2021,120000,Diesel,Automatic,2000000.0,5,400000.0,24000.0,Kia
Hyundai i20,Asta,2025,21000,Petrol,Manual,760000.0,1,760000.0,21000.0,Hyundai
Hyundai Creta,1.6 EX Petrol,2020,124656,Petrol,Manual,849000.0,6,141500.0,20776.0,Hyundai
Toyota Camry,2.5 G,2015,60000,Petrol,Automatic,1100000.0,11,100000.0,5454.545454545455,Toyota
Hyundai Venue,S,2021,29326,Petrol,Manual,545000.0,5,109000.0,5865.2,Hyundai
Mercedes-Benz C-Class,Progressive C 200,2019,16000,Petrol,Automatic,2890000.0,7,412857.14285714284,2285.714285714286,Mercedes-Benz
Hyundai Creta,E Diesel BSVI,2022,18000,Diesel,Manual,1075000.0,4,268750.0,4500.0,Hyundai
Maruti Suzuki Vitara Brezza,ZXI Plus,2021,94000,Petrol,Manual,700000.0,5,140000.0,18800.0,Maruti Suzuki
Hyundai Creta,1.6 SX Automatic,2019,70000,Petrol,Automatic,825000.0,7,117857.14285714286,10000.0,Hyundai
Hyundai Venue,S Plus,2021,21000,Petrol,Manual,560000.0,5,112000.0,4200.0,Hyundai
BMW X3,xDrive 30i Luxury Line,2019,71000,Petrol,Automatic,2690000.0,7,384285.71428571426,10142.857142857143,BMW
Maruti Suzuki Baleno,Sigma,2022,23000,Petrol,Manual,570000.0,4,142500.0,5750.0,Maruti Suzuki
Toyota Glanza,G,2023,45000,Petrol,Manual,690000.0,3,230000.0,15000.0,Toyota
Audi Q3,30 TFSI Premium FWD,2018,65000,Petrol,Automatic,1890000.0,8,236250.0,8125.0,Audi
Toyota Etios,G,2011,70000,Petrol,Manual,128000.0,15,8533.333333333334,4666.666666666667,Toyota
Honda City,i VTEC V,2016,50000,Petrol,Manual,450000.0,10,45000.0,5000.0,Honda
Toyota Glanza,G,2023,85000,Petrol,Manual,750000.0,3,250000.0,28333.333333333332,Toyota
Mercedes-Benz E-Class,E 200 CGI,2015,30000,Petrol,Automatic,1390000.0,11,126363.63636363637,2727.2727272727275,Mercedes-Benz
Toyota Innova Crysta,2.4 G MT 8S BSIV,2018,185000,Diesel,Manual,1200000.0,8,150000.0,23125.0,Toyota
Toyota Fortuner,2.8 2WD MT BSIV,2018,129000,Diesel,Manual,2125000.0,8,265625.0,16125.0,Toyota
Toyota Glanza,V,2022,52484,Petrol,Manual,649000.0,4,162250.0,13121.0,Toyota
Mercedes-Benz E-Class,Expression E 200 BSIV,2020,50000,Petrol,Automatic,3875000.0,6,645833.3333333334,8333.333333333334,Mercedes-Benz
Hyundai Creta,1.6 CRDi AT SX Plus,2018,60000,Diesel,Automatic,850000.0,8,106250.0,7500.0,Hyundai
BMW X7,xDrive 40i M Sport,2022,70000,Petrol,Automatic,7600000.0,4,1900000.0,17500.0,BMW
Mercedes-Benz GLC,220d 4MATIC Sport,2017,77000,Diesel,Automatic,1925000.0,9,213888.88888888888,8555.555555555555,Mercedes-Benz
Kia Carnival,Premium,2020,90000,Diesel,Automatic,1875000.0,6,312500.0,15000.0,Kia
Kia Carnival,Premium 8 STR,2021,50000,Diesel,Automatic,1800000.0,5,360000.0,10000.0,Kia
Honda City,i VTEC V,2015,49329,Petrol,Manual,364000.0,11,33090.90909090909,4484.454545454545,Honda
Hyundai Venue,S Opt Plus,2024,22000,Petrol,Manual,894999.9999999999,2,447499.99999999994,11000.0,Hyundai
Hyundai i20,Sportz 1.2,2016,90234,Petrol,Manual,365000.0,10,36500.0,9023.4,Hyundai
Hyundai Tucson,GLS AT,2021,55000,Petrol,Automatic,1400000.0,5,280000.0,11000.0,Hyundai
Kia Seltos,HTX IVT,2020,56098,Petrol,Automatic,985000.0,6,164166.66666666666,9349.666666666666,Kia
Hyundai i20,Sportz 1.2,2017,49000,Petrol,Manual,375000.0,9,41666.666666666664,5444.444444444444,Hyundai
Toyota Etios,G,2011,96000,Petrol,Manual,130000.0,15,8666.666666666666,6400.0,Toyota
Hyundai i20,Asta BSVI,2022,48000,Petrol,Manual,690000.0,4,172500.0,12000.0,Hyundai
Honda City,ZX CVT,2017,100745,Petrol,Automatic,591000.0,9,65666.66666666667,11193.888888888889,Honda
MG Hector,Hybrid Sharp MT BSIV,2019,61573,Petrol,Manual,793000.0,7,113285.71428571429,8796.142857142857,MG
Honda City,1.5 V MT Exclusive,2011,160000,Petrol,Manual,199000.0,15,13266.666666666666,10666.666666666666,Honda
Kia Seltos,HTX G,2021,27000,Petrol,Manual,1025000.0,5,205000.0,5400.0,Kia
Mercedes-Benz GLE,300d BSVI,2022,82000,Diesel,Automatic,5490000.0,4,1372500.0,20500.0,Mercedes-Benz
Ford Ecosport,1.5 Petrol Titanium Plus AT BSIV,2017,67000,Petrol,Automatic,470000.0,9,52222.22222222222,7444.444444444444,Ford
BMW 6 Series,GT 630i M Sport BSVI,2022,30000,Petrol,Automatic,4750000.0,4,1187500.0,7500.0,BMW
Audi Q5,Premium plus BSVI,2022,43000,Petrol,Automatic,4500000.0,4,1125000.0,10750.0,Audi
Kia Seltos,HTX IVT G,2021,42000,Petrol,Automatic,1050000.0,5,210000.0,8400.0,Kia
Hyundai Venue,SX Opt Turbo BSIV,2019,64000,Petrol,Manual,669000.0,7,95571.42857142857,9142.857142857143,Hyundai
Hyundai Grand i10,Asta Option AT,2016,90000,Petrol,Automatic,295000.0,10,29500.0,9000.0,Hyundai
Toyota Glanza,V AMT,2024,37000,Petrol,Automatic,725000.0,2,362500.0,18500.0,Toyota
Mercedes-Benz E-Class,Exclusive E 200 BSIV,2019,25000,Petrol,Automatic,3850000.0,7,550000.0,3571.4285714285716,Mercedes-Benz
BMW 3 Series GT,Luxury Line,2016,28000,Diesel,Automatic,1549000.0,10,154900.0,2800.0,BMW
Maruti Suzuki Grand Vitara,Delta AT,2023,20000,Petrol,Automatic,1250000.0,3,416666.6666666667,6666.666666666667,Maruti Suzuki
Audi A4,30 TFSI Premium Plus,2018,62000,Petrol,Automatic,1695000.0,8,211875.0,7750.0,Audi
Honda CR-V,2.4L 2WD AT,2014,91000,Petrol,Automatic,695000.0,12,57916.666666666664,7583.333333333333,Honda
Jeep Compass,1.4 Limited Plus,2020,59000,Petrol,Automatic,1075000.0,6,179166.66666666666,9833.333333333334,Jeep
Nissan Micra Active,XV Petrol,2015,34000,Petrol,Manual,200000.0,11,18181.81818181818,3090.909090909091,Nissan
Honda City,i VTEC V,2016,86737,Petrol,Manual,405000.0,10,40500.0,8673.7,Honda
Maruti Suzuki Ciaz,Zeta,2018,103304,Petrol,Manual,450000.0,8,56250.0,12913.0,Maruti Suzuki
Hyundai i20,Asta 1.2,2016,75184,Petrol,Manual,367000.0,10,36700.0,7518.4,Hyundai
Skoda Kushaq,1.0L Prestige,2025,5200,Petrol,Manual,1300000.0,1,1300000.0,5200.0,Skoda
Hyundai Venue,S BSIV,2019,26194,Petrol,Manual,506000.0,7,72285.71428571429,3742.0,Hyundai
Hyundai i20,Sportz IVT BSVI,2021,54000,Petrol,Automatic,635000.0,5,127000.0,10800.0,Hyundai
Honda City,i DTEC E,2014,74000,Diesel,Manual,315000.0,12,26250.0,6166.666666666667,Honda
Tata Nexon,XZA Plus (O) AMT,2022,50000,Petrol,Automatic,720000.0,4,180000.0,12500.0,Tata
Mercedes-Benz GLE,300d 4Matic,2024,35000,Diesel,Automatic,8500000.0,2,4250000.0,17500.0,Mercedes-Benz
Mercedes-Benz E-Class,Exclusive E 200 BSIV,2019,23000,Petrol,Automatic,3450000.0,7,492857.14285714284,3285.714285714286,Mercedes-Benz
Maruti Suzuki Baleno,1.2 Delta,2017,33047,Petrol,Manual,332000.0,9,36888.88888888889,3671.8888888888887,Maruti Suzuki
Maruti Suzuki S-Presso,VXI CNG 2019-2020,2021,70000,CNG,Manual,425000.0,5,85000.0,14000.0,Maruti Suzuki
Maruti Suzuki Baleno,1.2 Delta,2018,58000,Petrol,Manual,324000.0,8,40500.0,7250.0,Maruti Suzuki
Kia Seltos,HTX IVT,2024,13000,Petrol,Automatic,1540000.0,2,770000.0,6500.0,Kia
Hyundai i20,1.2 Asta Dual Tone,2021,43744,Petrol,Manual,652000.0,5,130400.0,8748.8,Hyundai
Kia Seltos,HTK Plus G,2020,80000,Petrol,Manual,750000.0,6,125000.0,13333.333333333334,Kia
Hyundai Creta,1.6 VTVT AT SX Plus,2016,86100,Petrol,Automatic,513000.0,10,51300.0,8610.0,Hyundai
Kia Seltos,GTX Plus Turbo DCT,2023,25000,Petrol,Automatic,1590000.0,3,530000.0,8333.333333333334,Kia
Toyota Corolla Altis,VL AT,2015,91000,Petrol,Automatic,625000.0,11,56818.181818181816,8272.727272727272,Toyota
Hyundai i10,Magna 1.2 iTech SE,2011,60000,Petrol,Manual,100000.0,15,6666.666666666667,4000.0,Hyundai
Mercedes-Benz E-Class,Exclusive E 200 BSIV,2019,54000,Petrol,Automatic,3200000.0,7,457142.85714285716,7714.285714285715,Mercedes-Benz
Honda City,i-VTEC CVT ZX,2017,63000,Petrol,Automatic,599000.0,9,66555.55555555556,7000.0,Honda
MG Hector,Sharp CVT,2021,66000,Petrol,Automatic,1100000.0,5,220000.0,13200.0,MG
Citroen eC3,Feel,2023,70000,Electric,Automatic,750000.0,3,250000.0,23333.333333333332,Citroen
Land Rover Discovery,HSE 2.0 SD4,2019,45000,Petrol,Automatic,2990000.0,7,427142.85714285716,6428.571428571428,Land Rover
Mercedes-Benz GLC,200,2020,46000,Petrol,Automatic,3675000.0,6,612500.0,7666.666666666667,Mercedes-Benz
Jeep Compass,1.4 Limited,2017,68000,Petrol,Automatic,725000.0,9,80555.55555555556,7555.555555555556,Jeep
Hyundai i10,Magna 1.2,2009,120000,Petrol,Manual,100000.0,17,5882.35294117647,7058.823529411765,Hyundai
Skoda Superb,Sportline BSVI,2021,60000,Petrol,Automatic,1995000.0,5,399000.0,12000.0,Skoda
Hyundai Creta,1.6 SX Diesel,2020,74000,Diesel,Manual,875000.0,6,145833.33333333334,12333.333333333334,Hyundai
Skoda Kushaq,1.5 TSI Style DSG Anniversary Edition BSVI,2022,37856,Petrol,Automatic,1280000.0,4,320000.0,9464.0,Skoda
