Model,Variant,Year,Odometer_Reading,Fuel_type,Transmission,Price,Car_age,Price_per_year,KM_per_year
Ford Ecosport,1.5 Petrol Titanium Plus BSIV,2016,20000,Petrol,Manual,420000.0,10,42000.0,2000.0
Mahindra XUV500,W7 BSIV,2018,100000,Diesel,Manual,650000.0,8,81250.0,12500.0
Mercedes-Benz GLC,200,2022,74000,Petrol,Automatic,3849000.0,4,962250.0,18500.0
Mercedes-Benz GLC,220d 4MATIC Style,2017,91000,Diesel,Automatic,1714999.9999999998,9,190555.56,10111.11
Hyundai Grand i10,1.2 Kappa Magna BSIV,2019,90000,Petrol,Manual,360000.0,7,51428.57,12857.14
Hyundai i20,Asta Option 1.2,2016,47000,Petrol,Manual,445000.0,10,44500.0,4700.0
Hyundai Creta,EX Diesel BSVI,2021,48000,Diesel,Manual,894999.9999999999,5,179000.0,9600.0
MG Hector,Sharp CVT,2021,39000,Petrol,Automatic,1095000.0,5,219000.0,7800.0
Hyundai Grand i10,Sportz,2014,80000,Petrol,Manual,210000.0,12,17500.0,6666.67
Hyundai Creta,EX Diesel BSVI,2021,70000,Diesel,Manual,930000.0000000001,5,186000.0,14000.0
Jaguar XJ,2.0L Portfolio,2017,44000,Petrol,Automatic,3190000.0,9,354444.44,4888.89
Kia Seltos,HTX IVT,2023,33000,Petrol,Automatic,1345000.0,3,448333.33,11000.0
Mahindra XUV500,W6 2WD,2018,90000,Diesel,Manual,625000.0,8,78125.0,11250.0
BMW X5 M,Competition,2022,35000,Petrol,Automatic,4800000.0,4,1200000.0,8750.0
Volvo S60,D4 SUMMUM,2016,78000,Diesel,Automatic,950000.0,10,95000.0,7800.0
Jeep Compass,1.4 Limited Plus,2020,47000,Petrol,Automatic,1175000.0,6,195833.33,7833.33
Honda City,i-VTEC CVT ZX,2018,80000,Petrol,Automatic,620000.0,8,77500.0,10000.0
Mercedes-Benz GLC,200,2022,74000,Petrol,Automatic,3790000.0,4,947500.0,18500.0
Toyota Etios Liva,1.2 G,2016,88000,Petrol,Manual,365000.0,10,36500.0,8800.0
Toyota Glanza,G,2019,69000,Petrol,Manual,495000.0,7,70714.29,9857.14
Honda CR-V,2.4L 4WD AT,2017,70000,Petrol,Automatic,975000.0,9,108333.33,7777.78
Audi Q3,30 TFSI Premium FWD,2019,64000,Petrol,Automatic,1875000.0,7,267857.14,9142.86
Skoda Kushaq,1.0 TSI Style BSVI,2022,56442,Petrol,Manual,875000.0,4,218750.0,14110.5
Maruti Suzuki Ciaz,1.4 Delta,2017,92709,Petrol,Manual,363000.0,9,40333.33,10301.0
Tata Nexon,1.5 Revotorq XZ Plus,2018,82000,Diesel,Manual,520000.0,8,65000.0,10250.0
Mercedes-Benz CLA,200 CGI Sport,2016,16000,Petrol,Automatic,2000000.0,10,200000.0,1600.0
Hyundai Venue,SX Turbo BSIV,2019,86784,Petrol,Manual,546000.0,7,78000.0,12397.71
Mercedes-Benz GLC,220d 4MATIC,2021,36000,Diesel,Automatic,3775000.0,5,755000.0,7200.0
Maruti Suzuki Swift Dzire,LXi,2011,150000,Petrol,Manual,165000.0,15,11000.0,10000.0
Kia Seltos,HTX IVT,2024,13500,Petrol,Automatic,1525000.0,2,762500.0,6750.0
Maruti Suzuki Ciaz,Zeta BSVI,2022,35000,Petrol,Manual,725000.0,4,181250.0,8750.0
Hyundai Venue,S Turbo BSIV,2019,59000,Petrol,Manual,625000.0,7,89285.71,8428.57
Hyundai Venue,SX Diesel BSVI,2022,80000,Diesel,Manual,900000.0,4,225000.0,20000.0
Honda WR-V,i-VTEC VX,2017,79000,Petrol,Manual,484999.99999999994,9,53888.89,8777.78
BMW X3,xDrive30i SportX Plus,2022,11900,Petrol,Automatic,4890000.0,4,1222500.0,2975.0
Honda City,i-VTEC CVT V,2018,40000,Petrol,Automatic,635000.0,8,79375.0,5000.0
Toyota Etios,1.5 GX,2017,90000,Petrol,Manual,409999.99999999994,9,45555.56,10000.0
Honda City,V MT,2022,68000,Petrol,Manual,790000.0,4,197500.0,17000.0
Honda CR-V,Diesel 2WD,2019,120000,Diesel,Automatic,1299000.0,7,185571.43,17142.86
Hyundai Alcazar,Signature,2023,17000,Petrol,Manual,1650000.0,3,550000.0,5666.67
Tata Nexon,1.5 Revotorq XZA Plus,2018,120000,Diesel,Automatic,500000.0,8,62500.0,15000.0
Tata Curvv,Creative Plus S DCA,2024,9000,Petrol,Automatic,1299000.0,2,649500.0,4500.0
Hyundai Venue,SX Opt Turbo iMT DT BSVI,2022,60000,Petrol,Manual,690000.0,4,172500.0,15000.0
Toyota Rumion,G,2025,5000,Petrol,Manual,1044999.9999999999,1,1045000.0,5000.0
Kia Carnival,Limousine,2021,120000,Diesel,Automatic,2000000.0,5,400000.0,24000.0
Hyundai i20,Asta,2025,21000,Petrol,Manual,760000.0,1,760000.0,21000.0
Hyundai Creta,1.6 EX Petrol,2020,124656,Petrol,Manual,849000.0,6,141500.0,20776.0
Toyota Camry,2.5 G,2015,60000,Petrol,Automatic,1100000.0,11,100000.0,5454.55
Hyundai Venue,S,2021,29326,Petrol,Manual,545000.0,5,109000.0,5865.2
Mercedes-Benz C-Class,Progressive C 200,2019,16000,Petrol,Automatic,2890000.0,7,412857.14,2285.71
Hyundai Creta,E Diesel BSVI,2022,18000,Diesel,Manual,1075000.0,4,268750.0,4500.0
Maruti Suzuki Vitara Brezza,ZXI Plus,2021,94000,Petrol,Manual,700000.0,5,140000.0,18800.0
Hyundai Creta,1.6 SX Automatic,2019,70000,Petrol,Automatic,825000.0,7,117857.14,10000.0
Hyundai Venue,S Plus,2021,21000,Petrol,Manual,560000.0,5,112000.0,4200.0
BMW X3,xDrive 30i Luxury Line,2019,71000,Petrol,Automatic,2690000.0,7,384285.71,10142.86
Maruti Suzuki Baleno,Sigma,2022,23000,Petrol,Manual,570000.0,4,142500.0,5750.0
Toyota Glanza,G,2023,45000,Petrol,Manual,690000.0,3,230000.0,15000.0
Audi Q3,30 TFSI Premium FWD,2018,65000,Petrol,Automatic,1889999.9999999998,8,236250.0,8125.0
Toyota Etios,G,2011,70000,Petrol,Manual,128000.0,15,8533.33,4666.67
Honda City,i VTEC V,2016,50000,Petrol,Manual,450000.0,10,45000.0,5000.0
Toyota Glanza,G,2023,85000,Petrol,Manual,750000.0,3,250000.0,28333.33
Mercedes-Benz E-Class,E 200 CGI,2015,30000,Petrol,Automatic,1390000.0,11,126363.64,2727.27
Toyota Innova Crysta,2.4 G MT 8S BSIV,2018,185000,Diesel,Manual,1200000.0,8,150000.0,23125.0
Toyota Fortuner,2.8 2WD MT BSIV,2018,129000,Diesel,Manual,2125000.0,8,265625.0,16125.0
Toyota Glanza,V,2022,52484,Petrol,Manual,649000.0,4,162250.0,13121.0
Mercedes-Benz E-Class,Expression E 200 BSIV,2020,50000,Petrol,Automatic,3875000.0,6,645833.33,8333.33
Hyundai Creta,1.6 CRDi AT SX Plus,2018,60000,Diesel,Automatic,850000.0,8,106250.0,7500.0
BMW X7,xDrive 40i M Sport,2022,70000,Petrol,Automatic,7600000.0,4,1900000.0,17500.0
Mercedes-Benz GLC,220d 4MATIC Sport,2017,77000,Diesel,Automatic,1925000.0,9,213888.89,8555.56
Kia Carnival,Premium,2020,90000,Diesel,Automatic,1875000.0,6,312500.0,15000.0
Kia Carnival,Premium 8 STR,2021,50000,Diesel,Automatic,1800000.0,5,360000.0,10000.0
Honda City,i VTEC V,2015,49329,Petrol,Manual,364000.0,11,33090.91,4484.45
Hyundai Venue,S Opt Plus,2024,22000,Petrol,Manual,894999.9999999999,2,447500.0,11000.0
Hyundai i20,Sportz 1.2,2016,90234,Petrol,Manual,365000.0,10,36500.0,9023.4
Hyundai Tucson,GLS AT,2021,55000,Petrol,Automatic,1400000.0,5,280000.0,11000.0
Kia Seltos,HTX IVT,2020,56098,Petrol,Automatic,985000.0,6,164166.67,9349.67
Hyundai i20,Sportz 1.2,2017,49000,Petrol,Manual,375000.0,9,41666.67,5444.44
Toyota Etios,G,2011,96000,Petrol,Manual,130000.0,15,8666.67,6400.0
Hyundai i20,Asta BSVI,2022,48000,Petrol,Manual,690000.0,4,172500.0,12000.0
Honda City,ZX CVT,2017,100745,Petrol,Automatic,591000.0,9,65666.67,11193.89
MG Hector,Hybrid Sharp MT BSIV,2019,61573,Petrol,Manual,793000.0,7,113285.71,8796.14
Honda City,1.5 V MT Exclusive,2011,160000,Petrol,Manual,199000.0,15,13266.67,10666.67
Kia Seltos,HTX G,2021,27000,Petrol,Manual,1025000.0,5,205000.0,5400.0
Mercedes-Benz GLE,300d BSVI,2022,82000,Diesel,Automatic,5490000.0,4,1372500.0,20500.0
Ford Ecosport,1.5 Petrol Titanium Plus AT BSIV,2017,67000,Petrol,Automatic,470000.0,9,52222.22,7444.44
BMW 6 Series,GT 630i M Sport BSVI,2022,30000,Petrol,Automatic,4750000.0,4,1187500.0,7500.0
Audi Q5,Premium plus BSVI,2022,43000,Petrol,Automatic,4500000.0,4,1125000.0,10750.0
Kia Seltos,HTX IVT G,2021,42000,Petrol,Automatic,1050000.0,5,210000.0,8400.0
Hyundai Venue,SX Opt Turbo BSIV,2019,64000,Petrol,Manual,669000.0,7,95571.43,9142.86
Hyundai Grand i10,Asta Option AT,2016,90000,Petrol,Automatic,295000.0,10,29500.0,9000.0
Toyota Glanza,V AMT,2024,37000,Petrol,Automatic,725000.0,2,362500.0,18500.0
Mercedes-Benz E-Class,Exclusive E 200 BSIV,2019,25000,Petrol,Automatic,3850000.0,7,550000.0,3571.43
BMW 3 Series GT,Luxury Line,2016,28000,Diesel,Automatic,1549000.0,10,154900.0,2800.0
Maruti Suzuki Grand Vitara,Delta AT,2023,20000,Petrol,Automatic,1250000.0,3,416666.67,6666.67
Audi A4,30 TFSI Premium Plus,2018,62000,Petrol,Automatic,1695000.0,8,211875.0,7750.0
Honda CR-V,2.4L 2WD AT,2014,91000,Petrol,Automatic,695000.0,12,57916.67,7583.33
Jeep Compass,1.4 Limited Plus,2020,59000,Petrol,Automatic,1075000.0,6,179166.67,9833.33
Nissan Micra Active,XV Petrol,2015,34000,Petrol,Manual,200000.0,11,18181.82,3090.91
Honda City,i VTEC V,2016,86737,Petrol,Manual,405000.0,10,40500.0,8673.7
Maruti Suzuki Ciaz,Zeta,2018,103304,Petrol,Manual,450000.0,8,56250.0,12913.0
Hyundai i20,Asta 1.2,2016,75184,Petrol,Manual,367000.0,10,36700.0,7518.4
Skoda Kushaq,1.0L Prestige,2025,5200,Petrol,Manual,1300000.0,1,1300000.0,5200.0
Hyundai Venue,S BSIV,2019,26194,Petrol,Manual,505999.99999999994,7,72285.71,3742.0
Hyundai i20,Sportz IVT BSVI,2021,54000,Petrol,Automatic,635000.0,5,127000.0,10800.0
Honda City,i DTEC E,2014,74000,Diesel,Manual,315000.0,12,26250.0,6166.67
Tata Nexon,XZA Plus (O) AMT,2022,50000,Petrol,Automatic,720000.0,4,180000.0,12500.0
Mercedes-Benz GLE,300d 4Matic,2024,35000,Diesel,Automatic,8500000.0,2,4250000.0,17500.0
Mercedes-Benz E-Class,Exclusive E 200 BSIV,2019,23000,Petrol,Automatic,3450000.0,7,492857.14,3285.71
Maruti Suzuki Baleno,1.2 Delta,2017,33047,Petrol,Manual,332000.0,9,36888.89,3671.89
Maruti Suzuki S-Presso,VXI CNG 2019-2020,2021,70000,CNG,Manual,425000.0,5,85000.0,14000.0
Maruti Suzuki Baleno,1.2 Delta,2018,58000,Petrol,Manual,324000.0,8,40500.0,7250.0
Kia Seltos,HTX IVT,2024,13000,Petrol,Automatic,1540000.0,2,770000.0,6500.0
Hyundai i20,1.2 Asta Dual Tone,2021,43744,Petrol,Manual,652000.0,5,130400.0,8748.8
Kia Seltos,HTK Plus G,2020,80000,Petrol,Manual,750000.0,6,125000.0,13333.33
Hyundai Creta,1.6 VTVT AT SX Plus,2016,86100,Petrol,Automatic,513000.0,10,51300.0,8610.0
Kia Seltos,GTX Plus Turbo DCT,2023,25000,Petrol,Automatic,1590000.0,3,530000.0,8333.33
Toyota Corolla Altis,VL AT,2015,91000,Petrol,Automatic,625000.0,11,56818.18,8272.73
Hyundai i10,Magna 1.2 iTech SE,2011,60000,Petrol,Manual,100000.0,15,6666.67,4000.0
Mercedes-Benz E-Class,Exclusive E 200 BSIV,2019,54000,Petrol,Automatic,3200000.0,7,457142.86,7714.29
Honda City,i-VTEC CVT ZX,2017,63000,Petrol,Automatic,599000.0,9,66555.56,7000.0
MG Hector,Sharp CVT,2021,66000,Petrol,Automatic,1100000.0,5,220000.0,13200.0
Citroen eC3,Feel,2023,70000,Electric,Automatic,750000.0,3,250000.0,23333.33
Land Rover Discovery,HSE 2.0 SD4,2019,45000,Petrol,Automatic,2990000.0,7,427142.86,6428.57
Mercedes-Benz GLC,200,2020,46000,Petrol,Automatic,3675000.0,6,612500.0,7666.67
Jeep Compass,1.4 Limited,2017,68000,Petrol,Automatic,725000.0,9,80555.56,7555.56
Hyundai i10,Magna 1.2,2009,120000,Petrol,Manual,100000.0,17,5882.35,7058.82
Skoda Superb,Sportline BSVI,2021,60000,Petrol,Automatic,1995000.0,5,399000.0,12000.0
Hyundai Creta,1.6 SX Diesel,2020,74000,Diesel,Manual,875000.0,6,145833.33,12333.33
Skoda Kushaq,1.5 TSI Style DSG Anniversary Edition BSVI,2022,37856,Petrol,Automatic,1280000.0,4,320000.0,9464.0
Volkswagen Vento,Petrol Breeze,2011,90000,Petrol,Manual,160000.0,15,10666.67,6000.0
Mercedes-Benz E-Class,Exclusive E 200 BSVI,2021,19000,Petrol,Automatic,4350000.0,5,870000.0,3800.0
Hyundai i20,Asta 1.2,2016,112943,Petrol,Manual,315000.0,10,31500.0,11294.3
Honda Amaze 2nd Gen,E BSVI,2022,35000,Petrol,Manual,550000.0,4,137500.0,8750.0
Hyundai i20,Asta 1.2,2015,41000,Petrol,Manual,325000.0,11,29545.45,3727.27
Maruti Suzuki Baleno,1.2 CVT Alpha,2017,54000,Petrol,Automatic,525000.0,9,58333.33,6000.0
Mercedes-Benz GLA,200 BSVI,2022,51000,Petrol,Automatic,3090000.0,4,772500.0,12750.0
Hyundai Grand i10 Nios,Sportz,2020,39000,Petrol,Manual,440000.00000000006,6,73333.33,6500.0
MG Hector,Sharp Pro CVT 2023-2025,2024,17142,Petrol,Automatic,1695000.0,2,847500.0,8571.0
Honda City,VX CVT,2022,24000,Petrol,Automatic,980000.0000000001,4,245000.0,6000.0
Hyundai i20,Sportz 1.2,2015,104221,Petrol,Manual,350000.0,11,31818.18,9474.64
Hyundai Creta,1.6 VTVT SX Plus,2016,27000,Petrol,Manual,525000.0,10,52500.0,2700.0
Mahindra XUV700,AX7 Diesel AT Luxury Pack BSVI,2022,60000,Diesel,Automatic,1700000.0,4,425000.0,15000.0
Maruti Suzuki Ciaz,ZDi SHVS,2017,78000,Diesel,Manual,495000.0,9,55000.0,8666.67
Mercedes-Benz C-Class,Progressive C 200,2019,41000,Petrol,Automatic,2990000.0,7,427142.86,5857.14
Honda City,VX CVT,2022,12589,Petrol,Automatic,1150000.0,4,287500.0,3147.25
Volkswagen Virtus,Topline AT BSVI,2023,50000,Petrol,Automatic,1300000.0,3,433333.33,16666.67
Mercedes-Benz CLA,200 CDI Sport,2019,17000,Diesel,Automatic,2200000.0,7,314285.71,2428.57
Hyundai i20 Active,1.2 S,2016,60000,Petrol,Manual,365000.0,10,36500.0,6000.0
Mahindra Thar,LX 4WD Hard Top AT BSVI,2023,6000,Petrol,Automatic,1375000.0,3,458333.33,2000.0
Ford Ecosport,1.5 Diesel Titanium BSIV,2017,95000,Diesel,Manual,434999.99999999994,9,48333.33,10555.56
Ford Ecosport,1.5 Ti VCT MT Trend BSIV,2016,92614,Petrol,Manual,354000.0,10,35400.0,9261.4
Honda City,VX CVT,2022,28000,Petrol,Automatic,969999.9999999999,4,242500.0,7000.0
Maruti Suzuki Ertiga,VXI CNG,2016,40000,CNG,Manual,509999.99999999994,10,51000.0,4000.0
Toyota Fortuner,2.8 4WD AT BSIV,2017,110000,Diesel,Automatic,2050000.0,9,227777.78,12222.22
Mercedes-Benz E-Class,Exclusive E 220 d BSIV,2019,70000,Diesel,Automatic,2550000.0,7,364285.71,10000.0
Hyundai Venue,S,2022,19000,Petrol,Manual,720000.0,4,180000.0,4750.0
Volkswagen Polo,GT TSI,2016,45000,Petrol,Automatic,500000.0,10,50000.0,4500.0
Kia Seltos,HTK G,2022,37000,Petrol,Manual,899000.0,4,224750.0,9250.0
Honda WR-V,i-VTEC VX,2017,50985,Petrol,Manual,378000.0,9,42000.0,5665.0
Mercedes-Benz E-Class,Exclusive E 200,2023,63258,Petrol,Automatic,4850000.0,3,1616666.67,21086.0
Maruti Suzuki Ertiga,CNG VXI,2022,40000,CNG,Manual,850000.0,4,212500.0,10000.0
Hyundai i20,1.2 Magna Executive,2018,59000,Petrol,Manual,445000.0,8,55625.0,7375.0
Tata Tiago NRG,Petrol,2019,72556,Petrol,Manual,334000.0,7,47714.29,10365.14
Hyundai Creta,1.6 VTVT E Plus,2017,43145,Petrol,Manual,484999.99999999994,9,53888.89,4793.89
Maruti Suzuki Wagon R,CNG LXI Opt,2022,28000,CNG,Manual,425000.0,4,106250.0,7000.0
Ford Ecosport,1.5 Ti VCT MT Ambiente,2015,83000,Petrol,Manual,325000.0,11,29545.45,7545.45
Mercedes-Benz E-Class,E 220d,2024,28000,Diesel,Automatic,5695000.0,2,2847500.0,14000.0
Maruti Suzuki Ciaz,VXi Plus,2015,75000,Petrol,Manual,355000.0,11,32272.73,6818.18
Hyundai Santro Xing,GLS,2011,120000,Petrol,Manual,,15,,8000.0
Honda CR-V,2.0L 2WD AT,2018,93000,Petrol,Automatic,850000.0,8,106250.0,11625.0
Honda City,VX CVT,2022,56000,Petrol,Automatic,969999.9999999999,4,242500.0,14000.0
Maruti Suzuki Swift,ZXI,2013,34000,Petrol,Manual,250000.0,13,19230.77,2615.38
Toyota Fortuner,2.8 2WD MT BSIV,2017,60000,Diesel,Manual,1950000.0,9,216666.67,6666.67
Kia Sonet,1.5 GTX Plus Diesel DT,2022,54780,Diesel,Manual,737000.0,4,184250.0,13695.0
Honda City,i VTEC V,2016,65000,Petrol,Manual,470000.0,10,47000.0,6500.0
Hyundai Grand i10 Nios,Magna,2020,60000,Petrol,Manual,475000.0,6,79166.67,10000.0
Kia Seltos,GTX,2019,33213,Petrol,Manual,897000.0000000001,7,128142.86,4744.71
Kia Sonet,HTX Plus Diesel BSVI,2020,70000,Diesel,Manual,675000.0,6,112500.0,11666.67
Tata Tiago EV,XZ Plus Tech LUX LR,2026,2050,Electric,Automatic,980000.0000000001,0,inf,inf
Toyota Fortuner,2.8 2WD MT BSIV,2019,100000,Diesel,Manual,2375000.0,7,339285.71,14285.71
Hyundai Creta,1.6 VTVT AT SX Plus,2017,56979,Petrol,Automatic,470000.0,9,52222.22,6331.0
Honda Amaze 2nd Gen,VX,2023,121161,Petrol,Manual,589000.0,3,196333.33,40387.0
Tata Punch,Pure,2025,19200,Petrol,Manual,600000.0,1,600000.0,19200.0
Hyundai Grand i10,AT Sportz,2019,90043,Petrol,Automatic,360000.0,7,51428.57,12863.29
Maruti Suzuki Vitara Brezza,VXI,2022,55000,Petrol,Manual,650000.0,4,162500.0,13750.0
Toyota Corolla Altis,Petrol LE,2015,123032,Petrol,Manual,512000.0,11,46545.45,11184.73
Maruti Suzuki Alto 800,LXi,2011,40000,Petrol,Manual,130000.0,15,8666.67,2666.67
Mercedes-Benz GLS,450 4MATIC BSVI,2021,54000,Petrol,Automatic,7800000.0,5,1560000.0,10800.0
Kia Seltos,HTK Plus G,2019,30329,Petrol,Manual,670000.0,7,95714.29,4332.71
Toyota Glanza,E BSVI,2022,19000,Petrol,Manual,725000.0,4,181250.0,4750.0
Mini Cooper Convertible,S,2018,21000,Petrol,Automatic,3250000.0,8,406250.0,2625.0
Kia Seltos,GTX Plus Turbo DCT,2024,21000,Petrol,Automatic,1525000.0,2,762500.0,10500.0
Toyota Fortuner,2.8 2WD AT BSIV,2017,112000,Diesel,Automatic,2089999.9999999998,9,232222.22,12444.44
Mercedes-Benz AMG A 35,4MATIC BSVI,2023,38000,Petrol,Automatic,3500000.0,3,1166666.67,12666.67
Toyota Hilux,High AT BSVI,2022,24000,Diesel,Automatic,2729000.0,4,682250.0,6000.0
Jaguar XE,Portfolio,2019,34000,Petrol,Automatic,2250000.0,7,321428.57,4857.14
Kia Seltos,GTX Plus DCT,2020,53000,Petrol,Automatic,1130000.0,6,188333.33,8833.33
BMW X7,xDrive 40i M Sport,2022,29000,Petrol,Automatic,7990000.000000001,4,1997500.0,7250.0
Volvo XC90,D5 Inscription,2020,65000,Diesel,Automatic,4900000.0,6,816666.67,10833.33
Hyundai Creta,S Plus Knight BSVI,2023,32000,Petrol,Manual,1225000.0,3,408333.33,10666.67
Hyundai i20,Magna Plus,2019,31272,Petrol,Manual,495000.0,7,70714.29,4467.43
BMW X7,xDrive 40i M Sport,2021,75000,Petrol,Automatic,6500000.0,5,1300000.0,15000.0
Audi Q5,40 TDI Premium Plus,2020,43000,Diesel,Automatic,3400000.0,6,566666.67,7166.67
Honda City,ZX CVT,2022,73000,Petrol,Automatic,975000.0,4,243750.0,18250.0
Mercedes-Benz A-Class Limousine,A 200 BSVI,2023,30000,Petrol,Automatic,3300000.0,3,1100000.0,10000.0
Mercedes-Benz E-Class,Exclusive E 200 BSVI,2022,65000,Petrol,Automatic,4200000.0,4,1050000.0,16250.0
Volvo XC90,D5 Inscription,2021,45000,Diesel,Automatic,5700000.0,5,1140000.0,9000.0
Toyota Fortuner,2.8 2WD AT BSIV,2018,90000,Diesel,Automatic,2200000.0,8,275000.0,11250.0
Hyundai i20,Asta Opt BSVI,2021,41000,Petrol,Manual,675000.0,5,135000.0,8200.0
Ford Ecosport,1.5 Petrol Ambiente BSIV,2018,71660,Petrol,Manual,361000.0,8,45125.0,8957.5
Porsche Cayenne Coupe,Platinum Edition BSVI,2022,39000,Petrol,Automatic,9900000.0,4,2475000.0,9750.0
BMW X3,xDrive30i M Sport,2022,32000,Petrol,Automatic,4600000.0,4,1150000.0,8000.0
Hyundai Grand i10,1.2 Kappa Sportz BSIV,2019,68282,Petrol,Manual,339000.0,7,48428.57,9754.57
Honda City,i VTEC VX,2015,49827,Petrol,Manual,354000.0,11,32181.82,4529.73
BMW X5,xDrive 30d xLine,2020,97000,Diesel,Automatic,4300000.0,6,716666.67,16166.67
BMW 2 Series Gran Coupe,220i M Sport BSVI,2022,16000,Petrol,Automatic,3250000.0,4,812500.0,4000.0
Toyota Fortuner,2.8 2WD AT,2020,90000,Diesel,Automatic,2700000.0,6,450000.0,15000.0
Land Rover Range Rover Sport,SE,2017,45000,Diesel,Automatic,4475000.0,9,497222.22,5000.0
Hyundai Creta,1.6 VTVT S,2016,84000,Petrol,Manual,479000.0,10,47900.0,8400.0
Toyota Corolla Altis,VL AT,2017,71000,Petrol,Automatic,844999.9999999999,9,93888.89,7888.89
Skoda Kushaq,1.0 TSI Ambition BSVI,2021,53883,Petrol,Manual,673000.0,5,134600.0,10776.6
BMW 5 Series,530i M Sport BSVI,2023,35000,Petrol,Automatic,4700000.0,3,1566666.67,11666.67
Ford Ecosport,1.5 Ti VCT MT Ambiente,2015,40000,Petrol,Manual,375000.0,11,34090.91,3636.36
Toyota Glanza,G,2021,38000,Petrol,Manual,549000.0,5,109800.0,7600.0
Hyundai Alcazar,Signature (O) Diesel AT BSVI,2021,62000,Diesel,Automatic,1090000.0,5,218000.0,12400.0
BMW X3,xDrive20d xLine,2023,12000,Diesel,Automatic,4700000.0,3,1566666.67,4000.0
Hyundai Creta,1.6 SX Automatic,2018,75000,Petrol,Automatic,795000.0,8,99375.0,9375.0
Kia Seltos,GTK,2019,35000,Petrol,Manual,894999.9999999999,7,127857.14,5000.0
Mercedes-Benz E-Class,Exclusive E 200 BSIV,2019,54000,Petrol,Automatic,2990000.0,7,427142.86,7714.29
Audi Q3,Technology,2023,36000,Petrol,Automatic,3200000.0,3,1066666.67,12000.0
Honda Elevate,VX Non RF,2023,22382,Petrol,Manual,1143000.0,3,381000.0,7460.67
Honda City,i VTEC CVT VX,2016,75000,Petrol,Automatic,525000.0,10,52500.0,7500.0
Mahindra Thar,LX Convert Top Diesel,2024,16000,Diesel,Manual,1350000.0,2,675000.0,8000.0
Jaguar XJ,50 Special Edition,2019,40000,Diesel,Automatic,3900000.0,7,557142.86,5714.29
Mercedes-Benz GLA Class,200 CDI,2017,55000,Diesel,Automatic,1025000.0,9,113888.89,6111.11
Toyota Vellfire,Executive Lounge BSVI,2022,57000,Petrol,Automatic,8200000.0,4,2050000.0,14250.0
Toyota Rumion,G,2025,5500,Petrol,Manual,1025000.0,1,1025000.0,5500.0
BMW 6 Series,GT 630d M Sport 2018-2021,2020,66000,Diesel,Automatic,3700000.0,6,616666.67,11000.0
Hyundai i20,Asta 1.2,2015,42907,Petrol,Manual,350000.0,11,31818.18,3900.64
Hyundai i20,Magna 1.2,2016,75110,Petrol,Manual,347000.0,10,34700.0,7511.0
Toyota Corolla Altis,1.8 J,2016,80169,Petrol,Manual,756000.0,10,75600.0,8016.9
Land Rover Range Rover Sport,2.0 Petrol HSE,2021,65000,Petrol,Automatic,7100000.0,5,1420000.0,13000.0
MG Hector,1.5 Turbo Sharp pro CVT BSVI,2019,101720,Petrol,Automatic,755000.0,7,107857.14,14531.43
Hyundai i20,Sportz 1.2,2015,89773,Petrol,Manual,319000.0,11,29000.0,8161.18
Honda City,V MT,2021,84000,Petrol,Manual,725000.0,5,145000.0,16800.0
Audi S5,3.0 TFSIq Tiptronic,2018,76000,Petrol,Automatic,3800000.0,8,475000.0,9500.0
Hyundai Creta,1.6 VTVT SX Plus,2017,75000,Petrol,Manual,590000.0,9,65555.56,8333.33
Jeep Compass,2.0 Limited 4X4,2018,43000,Diesel,Manual,950000.0,8,118750.0,5375.0
Hyundai i20,Asta 1.2,2015,69413,Petrol,Manual,341000.0,11,31000.0,6310.27
Jaguar XJ,2.0L Portfolio,2017,70000,Petrol,Automatic,3100000.0,9,344444.44,7777.78
Hyundai Grand i10,1.2 Kappa Sportz BSIV,2022,31660,Petrol,Manual,570000.0,4,142500.0,7915.0
Skoda Kushaq,1.0 TSI Ambition AT BSVI,2021,40000,Petrol,Automatic,875000.0,5,175000.0,8000.0
Tata Tigor,XZ Plus,2019,57000,Petrol,Manual,390000.0,7,55714.29,8142.86
Jaguar F-Pace,Prestige 2.0 Petrol,2019,56000,Petrol,Automatic,3600000.0,7,514285.71,8000.0
Hyundai Creta,1.6 VTVT SX Plus,2015,55190,Petrol,Manual,544000.0,11,49454.55,5017.27
Mercedes-Benz C-Class,Progressive C 200,2019,47000,Petrol,Automatic,2499000.0,7,357000.0,6714.29
Audi TT,40 TFSI,2016,66000,Petrol,Automatic,4400000.0,10,440000.0,6600.0
Honda City,i-VTEC V,2018,72000,Petrol,Manual,575000.0,8,71875.0,9000.0
Honda City,i-VTEC VX,2019,65341,Petrol,Manual,579000.0,7,82714.29,9334.43
Kia Seltos,GTX Plus,2019,50855,Petrol,Manual,913000.0000000001,7,130428.57,7265.0
Jaguar XF,2.0 Diesel Prestige,2019,33000,Diesel,Automatic,2700000.0,7,385714.29,4714.29
Hyundai Venue,S Turbo DCT BSIV,2019,60000,Petrol,Automatic,625000.0,7,89285.71,8571.43
Honda City,V MT,2021,27000,Petrol,Manual,749000.0,5,149800.0,5400.0
Audi Q3,30 TFSI Premium FWD,2019,41000,Petrol,Automatic,1700000.0,7,242857.14,5857.14
Honda City,V MT,2022,68000,Petrol,Manual,770000.0,4,192500.0,17000.0
Tata Harrier,XT Plus,2023,55023,Diesel,Manual,1375000.0,3,458333.33,18341.0
