Model,Variant,Year,Odometer_Reading,Fuel_type,Transmission,Price,Car_age,Brand,Price_per_year,KM_per_year,Car_type
MG Hector,Sharp AT BSIV,2021,45000,Petrol,Automatic,980000.0,5,MG,196000.0,9000.0,Non-Luxury
Kia Sonet,HTK Plus Turbo iMT,2023,34210,Petrol,Automatic,727000.0,3,Kia,242333.33,11403.33,Non-Luxury
Mercedes-Benz S-Class,S 350 d,2019,37000,Diesel,Automatic,6000000.0,7,Mercedes-Benz,857142.86,5285.71,Luxury
Maruti Suzuki Grand Vitara,Alpha BSVI,2022,45000,Petrol,Manual,1125000.0,4,Maruti Suzuki,281250.0,11250.0,Non-Luxury
Maruti Suzuki Baleno,Alpha,2018,93556,Petrol,Manual,385000.0,8,Maruti Suzuki,48125.0,11694.5,Non-Luxury
Toyota Innova Hycross,G 7STR,2023,80000,Petrol,Automatic,1850000.0,3,Toyota,616666.67,26666.67,Non-Luxury
Mercedes-Benz S-Class,S450 4Matic,2023,12000,Petrol,Automatic,13500000.0,3,Mercedes-Benz,4500000.0,4000.0,Luxury
Maruti Suzuki Vitara Brezza,LXI,2020,67000,Petrol,Manual,615000.0,6,Maruti Suzuki,102500.0,11166.67,Non-Luxury
Toyota Innova Hycross,ZX(O) Hybrid,2025,27000,Petrol,Automatic,3470000.0000000005,1,Toyota,3470000.0,27000.0,Non-Luxury
Renault Duster,Petrol RXS CVT,2019,60000,Petrol,Automatic,498000.00000000006,7,Renault,71142.86,8571.43,Non-Luxury
Kia Seltos,GTX Plus Diesel AT,2024,28000,Diesel,Automatic,1775000.0,2,Kia,887500.0,14000.0,Non-Luxury
Toyota Corolla Altis,1.8 VL CVT,2018,56000,Petrol,Automatic,990000.0,8,Toyota,123750.0,7000.0,Non-Luxury
Maruti Suzuki Grand Vitara,Alpha Plus Hybrid CVT BSVI,2023,43000,Petrol,Automatic,1625000.0,3,Maruti Suzuki,541666.67,14333.33,Non-Luxury
Maruti Suzuki XL6,Alpha AT,2019,85000,Petrol,Automatic,745000.0,7,Maruti Suzuki,106428.57,12142.86,Non-Luxury
Toyota Innova Crysta,2.4 VX MT BSIV,2019,82000,Diesel,Manual,1550000.0,7,Toyota,221428.57,11714.29,Non-Luxury
Maruti Suzuki XL6,Zeta,2021,78000,Petrol,Manual,815000.0,5,Maruti Suzuki,163000.0,15600.0,Non-Luxury
Hyundai Venue,S BSIV,2020,74600,Petrol,Manual,595000.0,6,Hyundai,99166.67,12433.33,Non-Luxury
BMW 7 Series,750Li Design Pure Excellence CBU,2016,48000,Petrol,Automatic,3300000.0,10,BMW,330000.0,4800.0,Non-Luxury
Porsche Cayenne Coupe,V6 BSVI,2023,11500,Petrol,Automatic,12300000.0,3,Porsche,4100000.0,3833.33,Luxury
Kia Seltos,HTK Plus G,2021,68000,Petrol,Manual,875000.0,5,Kia,175000.0,13600.0,Non-Luxury
Kia Seltos,HTX IVT G,2021,49246,Petrol,Automatic,1057000.0,5,Kia,211400.0,9849.2,Non-Luxury
Hyundai Alcazar,Signature (O) 7-Seater AT,2023,30000,Petrol,Automatic,1490000.0,3,Hyundai,496666.67,10000.0,Non-Luxury
Mercedes-Benz GLS,450 4matic,2024,10300,Petrol,Automatic,12100000.0,2,Mercedes-Benz,6050000.0,5150.0,Luxury
Hyundai Creta,1.6 E Plus,2018,67800,Petrol,Manual,525000.0,8,Hyundai,65625.0,8475.0,Non-Luxury
Maruti Suzuki Grand Vitara,Zeta AT BSVI,2022,18500,Petrol,Automatic,1200000.0,4,Maruti Suzuki,300000.0,4625.0,Non-Luxury
Maruti Suzuki Grand Vitara,Zeta BSVI,2022,54000,Petrol,Manual,958000.0,4,Maruti Suzuki,239500.0,13500.0,Non-Luxury
Mercedes-Benz GLA,200,2025,5100,Petrol,Automatic,4500000.0,1,Mercedes-Benz,4500000.0,5100.0,Non-Luxury
Honda City,V CVT,2021,70000,Petrol,Automatic,894999.9999999999,5,Honda,179000.0,14000.0,Non-Luxury
Ford Ecosport,1.5 Petrol Titanium Plus AT BSIV,2017,71000,Petrol,Automatic,465000.00000000006,9,Ford,51666.67,7888.89,Non-Luxury
Toyota Land Cruiser 300,ZX,2023,9000,Diesel,Automatic,21000000.0,3,Toyota,7000000.0,3000.0,Luxury
BMW X1,sDrive 20d xLine,2017,63000,Diesel,Automatic,1325000.0,9,BMW,147222.22,7000.0,Non-Luxury
Honda WR-V,i-DTEC VX,2019,95000,Diesel,Manual,570000.0,7,Honda,81428.57,13571.43,Non-Luxury
Audi A3,35 TFSI Premium,2019,58000,Petrol,Automatic,1575000.0,7,Audi,225000.0,8285.71,Non-Luxury
MG Windsor EV,Essence,2024,22000,Electric,Automatic,1295000.0,2,MG,647500.0,11000.0,Non-Luxury
Toyota Corolla Altis,Petrol LE,2015,38035,Petrol,Manual,601000.0,11,Toyota,54636.36,3457.73,Non-Luxury
Hyundai Grand i10,Sportz,2016,74000,Petrol,Manual,320000.0,10,Hyundai,32000.0,7400.0,Non-Luxury
Toyota Corolla Altis,G AT,2016,68000,Petrol,Automatic,690000.0,10,Toyota,69000.0,6800.0,Non-Luxury
Toyota Fortuner,4X4 Diesel AT,2024,14980,Diesel,Automatic,4500000.0,2,Toyota,2250000.0,7490.0,Non-Luxury
Honda Amaze,S Petrol BSIV,2019,59000,Petrol,Manual,449000.0,7,Honda,64142.86,8428.57,Non-Luxury
Hyundai Alcazar,Executive,2024,12000,Petrol,Manual,1450000.0,2,Hyundai,725000.0,6000.0,Non-Luxury
Honda City,i VTEC CVT VX,2016,98000,Petrol,Automatic,595000.0,10,Honda,59500.0,9800.0,Non-Luxury
Mahindra Thar ROXX,AX7L RWD Diesel,2026,3000,Diesel,Manual,2150000.0,0,Mahindra,,,Non-Luxury
Mercedes-Benz E-Class,Expression E 200 BSIV,2018,20000,Petrol,Automatic,3200000.0,8,Mercedes-Benz,400000.0,2500.0,Non-Luxury
Kia Seltos,GTX Plus,2019,38000,Petrol,Manual,975000.0,7,Kia,139285.71,5428.57,Non-Luxury
Jeep Meridian,Overland 4x4 AT,2024,24000,Diesel,Automatic,2848000.0,2,Jeep,1424000.0,12000.0,Non-Luxury
Maruti Suzuki Wagon R,VXI BS IV,2011,82000,Petrol,Manual,150000.0,15,Maruti Suzuki,10000.0,5466.67,Non-Luxury
Maruti Suzuki Grand Vitara,Zeta,2023,42000,Petrol,Manual,1125000.0,3,Maruti Suzuki,375000.0,14000.0,Non-Luxury
Honda City,i VTEC CVT VX,2017,125988,Petrol,Automatic,356000.0,9,Honda,39555.56,13998.67,Non-Luxury
Mercedes-Benz E-Class,Elite E 350d,2024,13000,Diesel,Automatic,6490000.000000001,2,Mercedes-Benz,3245000.0,6500.0,Luxury
MG Astor,Sharp EX BSVI,2022,88000,Petrol,Manual,900000.0,4,MG,225000.0,22000.0,Non-Luxury
Toyota Innova Crysta,2.4 ZX 7 STR AT,2021,65000,Diesel,Automatic,2100000.0,5,Toyota,420000.0,13000.0,Non-Luxury
Ford Ecosport,1.5 Petrol Titanium Plus BSIV,2016,62000,Petrol,Manual,390000.0,10,Ford,39000.0,6200.0,Non-Luxury
Toyota Innova Crysta,2.4 G MT,2020,135000,Diesel,Manual,1395000.0,6,Toyota,232500.0,22500.0,Non-Luxury
Kia Seltos,HTX IVT G,2020,50500,Petrol,Automatic,995000.0,6,Kia,165833.33,8416.67,Non-Luxury
Jeep Compass,1.4 Limited Plus BSIV,2020,61000,Petrol,Automatic,1075000.0,6,Jeep,179166.67,10166.67,Non-Luxury
Hyundai Alcazar,Signature (O) Turbo DCT,2024,31000,Petrol,Automatic,1625000.0,2,Hyundai,812500.0,15500.0,Non-Luxury
Mercedes-Benz GLC,Progressive 220d,2018,67000,Diesel,Automatic,2390000.0,8,Mercedes-Benz,298750.0,8375.0,Non-Luxury
Kia Seltos,HTK Plus,2023,40000,Petrol,Manual,1226000.0,3,Kia,408666.67,13333.33,Non-Luxury
Audi Q7,Technology,2023,32000,Petrol,Automatic,6650000.0,3,Audi,2216666.67,10666.67,Luxury
Honda City,i VTEC VX,2017,85036,Petrol,Manual,433000.0,9,Honda,48111.11,9448.44,Non-Luxury
Hyundai Creta,1.6 E Plus,2020,64000,Petrol,Manual,695000.0,6,Hyundai,115833.33,10666.67,Non-Luxury
Mercedes-Benz GLC,220d 4MATIC,2022,70000,Diesel,Automatic,4300000.0,4,Mercedes-Benz,1075000.0,17500.0,Non-Luxury
Hyundai i20,Sportz IVT BSVI,2020,54000,Petrol,Automatic,625000.0,6,Hyundai,104166.67,9000.0,Non-Luxury
Audi Q3 Sportback,40TFSI Quattro,2023,12000,Petrol,Automatic,3700000.0,3,Audi,1233333.33,4000.0,Non-Luxury
Ford Ecosport,1.5 Petrol Trend Plus AT BSIV,2019,103265,Petrol,Automatic,411000.00000000006,7,Ford,58714.29,14752.14,Non-Luxury
Mercedes-Benz E-Class,Exclusive E 200 BSIV,2018,30000,Petrol,Automatic,2900000.0,8,Mercedes-Benz,362500.0,3750.0,Non-Luxury
Toyota Innova Crysta,2.4 G 7 STR,2022,40000,Diesel,Manual,1800000.0,4,Toyota,450000.0,10000.0,Non-Luxury
Hyundai Creta,EX BSVI,2021,31000,Petrol,Manual,869999.9999999999,5,Hyundai,174000.0,6200.0,Non-Luxury
Mercedes-Benz GLC,200,2022,40000,Petrol,Automatic,4399000.0,4,Mercedes-Benz,1099750.0,10000.0,Non-Luxury
BMW 7 Series,730Ld DPE Signature,2019,56000,Diesel,Automatic,4300000.0,7,BMW,614285.71,8000.0,Non-Luxury
Mercedes-Benz GLC,200,2022,45000,Petrol,Automatic,3790000.0,4,Mercedes-Benz,947500.0,11250.0,Non-Luxury
Hyundai Creta,E Diesel BSVI,2021,42000,Diesel,Manual,985000.0,5,Hyundai,197000.0,8400.0,Non-Luxury
Mercedes-Benz S-Class,S 450,2021,35000,Petrol,Automatic,8200000.0,5,Mercedes-Benz,1640000.0,7000.0,Luxury
Tata Harrier,XZ BSVI,2021,170000,Diesel,Manual,1100000.0,5,Tata,220000.0,34000.0,Non-Luxury
Mercedes-Benz E-Class,Exclusive E 200 BSVI,2022,60000,Petrol,Automatic,4300000.0,4,Mercedes-Benz,1075000.0,15000.0,Non-Luxury
Kia Seltos,HTX Plus Diesel,2022,40300,Diesel,Manual,1200000.0,4,Kia,300000.0,10075.0,Non-Luxury
BMW X1,sDrive 20d xLine,2016,69000,Diesel,Automatic,1090000.0,10,BMW,109000.0,6900.0,Non-Luxury
Hyundai Creta,EX,2023,30000,Petrol,Manual,1160000.0,3,Hyundai,386666.67,10000.0,Non-Luxury
Toyota Innova Crysta,2.7 ZX AT BSIV,2016,72000,Petrol,Automatic,1150000.0,10,Toyota,115000.0,7200.0,Non-Luxury
Hyundai Grand i10,1.2 CRDi Sportz,2019,84000,Diesel,Manual,385000.0,7,Hyundai,55000.0,12000.0,Non-Luxury
Toyota Corolla Altis,1.8 G,2017,60000,Petrol,Manual,745000.0,9,Toyota,82777.78,6666.67,Non-Luxury
Kia Seltos,GTX Plus Turbo DCT,2024,10000,Petrol,Automatic,1890000.0,2,Kia,945000.0,5000.0,Non-Luxury
Renault Triber,RXZ EASY-R AMT,2023,16742,Petrol,Automatic,649000.0,3,Renault,216333.33,5580.67,Non-Luxury
Hyundai Grand i10 Nios,Asta,2020,46000,Petrol,Manual,449000.0,6,Hyundai,74833.33,7666.67,Non-Luxury
Hyundai i20,Asta Option CVT BSIV,2019,62000,Petrol,Automatic,550000.0,7,Hyundai,78571.43,8857.14,Non-Luxury
Hyundai Creta,SX BSVI,2021,48000,Petrol,Manual,1300000.0,5,Hyundai,260000.0,9600.0,Non-Luxury
Honda City,ZX CVT,2022,41000,Petrol,Automatic,1050000.0,4,Honda,262500.0,10250.0,Non-Luxury
Lexus ES,300h Luxury 2020-2022,2021,24000,Petrol,Automatic,3700000.0,5,Lexus,740000.0,4800.0,Non-Luxury
Honda City,i-VTEC VX,2018,68000,Petrol,Manual,630000.0,8,Honda,78750.0,8500.0,Non-Luxury
Hyundai Creta,1.6 SX Automatic,2019,74000,Petrol,Automatic,900000.0,7,Hyundai,128571.43,10571.43,Non-Luxury
Mercedes-Benz CLA,200 CGI Sport,2017,47000,Petrol,Automatic,1590000.0,9,Mercedes-Benz,176666.67,5222.22,Non-Luxury
MG Hector,Sharp DCT,2020,53053,Petrol,Automatic,993000.0,6,MG,165500.0,8842.17,Non-Luxury
Audi Q7,Technology,2025,12000,Petrol,Automatic,7950000.0,1,Audi,7950000.0,12000.0,Luxury
Tata Nexon,1.2 Revotron XM,2020,85000,Petrol,Manual,620000.0,6,Tata,103333.33,14166.67,Non-Luxury
Hyundai Creta,SX Diesel BSVI,2022,53000,Diesel,Manual,1150000.0,4,Hyundai,287500.0,13250.0,Non-Luxury
Hyundai Creta,S Plus Knight,2023,51000,Petrol,Manual,1199000.0,3,Hyundai,399666.67,17000.0,Non-Luxury
BMW X4,M Sport X xDrive20d,2020,49000,Diesel,Automatic,3290000.0,6,BMW,548333.33,8166.67,Non-Luxury
Toyota Fortuner,2.8 2WD AT BSIV,2017,120000,Diesel,Automatic,2200000.0,9,Toyota,244444.44,13333.33,Non-Luxury
BMW X4,M Sport X xDrive20d,2020,49000,Diesel,Automatic,3490000.0,6,BMW,581666.67,8166.67,Non-Luxury
Toyota Innova Crysta,2.4 VX MT BSIV,2018,63000,Diesel,Manual,1445000.0,8,Toyota,180625.0,7875.0,Non-Luxury
Mercedes-Benz GLB,200 Progressive Line,2024,2700,Petrol,Automatic,4890000.0,2,Mercedes-Benz,2445000.0,1350.0,Non-Luxury
Hyundai Xcent,1.2 VTVT E Plus,2018,64000,Petrol,Manual,400000.0,8,Hyundai,50000.0,8000.0,Non-Luxury
Kia Seltos,GTX Plus Diesel AT,2022,63842,Diesel,Automatic,1243000.0,4,Kia,310750.0,15960.5,Non-Luxury
Kia Seltos,HTK Plus G,2021,50000,Petrol,Manual,894999.9999999999,5,Kia,179000.0,10000.0,Non-Luxury
Kia Carens,Luxury Turbo 2022-2023,2022,45000,Petrol,Manual,1075000.0,4,Kia,268750.0,11250.0,Non-Luxury
Audi A6,35 TFSI,2017,70000,Petrol,Automatic,1750000.0,9,Audi,194444.44,7777.78,Non-Luxury
Honda City,i VTEC CVT VX,2016,67437,Petrol,Automatic,428000.0,10,Honda,42800.0,6743.7,Non-Luxury
Kia Seltos,HTX (O) iVT,2022,77455,Petrol,Automatic,973000.0,4,Kia,243250.0,19363.75,Non-Luxury
Honda Amaze,S i-Vtech,2013,50000,Petrol,Manual,196000.0,13,Honda,15076.92,3846.15,Non-Luxury
Hyundai Creta,SX Turbo Dualtone BSVI,2020,71000,Petrol,Automatic,1125000.0,6,Hyundai,187500.0,11833.33,Non-Luxury
Honda City,V,2018,48514,Petrol,Manual,589000.0,8,Honda,73625.0,6064.25,Non-Luxury
Toyota Corolla Altis,1.8 J,2011,60000,Petrol,Manual,200000.0,15,Toyota,13333.33,4000.0,Non-Luxury
Honda City,i-VTEC CVT ZX,2018,85000,Petrol,Automatic,550000.0,8,Honda,68750.0,10625.0,Non-Luxury
Honda City,i VTEC V,2016,44000,Petrol,Manual,490000.00000000006,10,Honda,49000.0,4400.0,Non-Luxury
Kia Sonet,HTK (O),2024,32000,Petrol,Manual,875000.0,2,Kia,437500.0,16000.0,Non-Luxury
Toyota Etios,V,2011,100000,Petrol,Manual,181000.0,15,Toyota,12066.67,6666.67,Non-Luxury
Tata Tigor,XZ Plus,2023,40000,Petrol,Manual,749000.0,3,Tata,249666.67,13333.33,Non-Luxury
Honda Jazz,1.2 V AT i VTEC,2017,72000,Petrol,Automatic,399000.0,9,Honda,44333.33,8000.0,Non-Luxury
Jeep Compass,1.4 Sport,2018,58000,Petrol,Manual,750000.0,8,Jeep,93750.0,7250.0,Non-Luxury
Kia Carens,Luxury Plus Diesel AT 6 STR BSVI,2022,80500,Diesel,Automatic,1395000.0,4,Kia,348750.0,20125.0,Non-Luxury
Audi A4,35 TDI Technology,2017,78000,Diesel,Automatic,1300000.0,9,Audi,144444.44,8666.67,Non-Luxury
Hyundai Creta,EX(O) iVT,2025,11000,Petrol,Automatic,1450000.0,1,Hyundai,1450000.0,11000.0,Non-Luxury
Ford Ecosport,Titanium,2019,36625,Petrol,Manual,577000.0,7,Ford,82428.57,5232.14,Non-Luxury
Mercedes-Benz C-Class,C 200 AVANTGARDE,2015,90000,Petrol,Automatic,1500000.0,11,Mercedes-Benz,136363.64,8181.82,Non-Luxury
Toyota Corolla Altis,1.8 G,2018,31000,Petrol,Manual,1025000.0,8,Toyota,128125.0,3875.0,Non-Luxury
Tata Curvv,Accomplished S Hyperion DCA,2025,7000,Petrol,Automatic,1299000.0,1,Tata,1299000.0,7000.0,Non-Luxury
Hyundai Creta,1.6 VTVT SX Plus,2016,81000,Petrol,Manual,560000.0,10,Hyundai,56000.0,8100.0,Non-Luxury
Honda Amaze,S i-Vtech,2013,50000,Petrol,Manual,215000.0,13,Honda,16538.46,3846.15,Non-Luxury
Hyundai Grand i10,AT Asta,2015,96000,Petrol,Automatic,375000.0,11,Hyundai,34090.91,8727.27,Non-Luxury
Ford Ecosport,1.5 Ti VCT AT Titanium,2015,76000,Petrol,Automatic,385000.0,11,Ford,35000.0,6909.09,Non-Luxury
Honda WR-V,i-VTEC VX,2018,60000,Petrol,Manual,480000.0,8,Honda,60000.0,7500.0,Non-Luxury
Hyundai i20,Asta Option CVT BSIV,2019,62000,Petrol,Automatic,540000.0,7,Hyundai,77142.86,8857.14,Non-Luxury
Honda City,i VTEC CVT VX,2016,45000,Petrol,Automatic,500000.0,10,Honda,50000.0,4500.0,Non-Luxury
Ford Ecosport,1.5 Petrol Titanium Plus AT BSIV,2019,66000,Petrol,Automatic,585000.0,7,Ford,83571.43,9428.57,Non-Luxury
Honda Amaze,S i-Vtech,2013,59000,Petrol,Manual,300000.0,13,Honda,23076.92,4538.46,Non-Luxury
Land Rover Discovery Sport,Dynamic SE Diesel,2022,48000,Diesel,Automatic,4250000.0,4,Land Rover,1062500.0,12000.0,Non-Luxury
Jeep Compass,1.4 Limited Opt DCT BSVI,2021,58000,Petrol,Automatic,1350000.0,5,Jeep,270000.0,11600.0,Non-Luxury
Maruti Suzuki Ciaz,ZXi,2014,43627,Petrol,Manual,450000.0,12,Maruti Suzuki,37500.0,3635.58,Non-Luxury
Hyundai Grand i10,1.2 Kappa Magna AT,2019,65000,Petrol,Automatic,465000.00000000006,7,Hyundai,66428.57,9285.71,Non-Luxury
Jeep Compass,1.4 Longitude Option BSIV,2019,42571,Petrol,Automatic,847000.0000000001,7,Jeep,121000.0,6081.57,Non-Luxury
Toyota Etios,G,2013,19000,Petrol,Manual,550000.0,13,Toyota,42307.69,1461.54,Non-Luxury
Toyota Corolla Altis,GL MT,2014,76000,Petrol,Manual,410000.0,12,Toyota,34166.67,6333.33,Non-Luxury
Hyundai Creta,SX Opt Turbo BSVI,2020,37960,Petrol,Automatic,1038000.0,6,Hyundai,173000.0,6326.67,Non-Luxury
Hyundai Grand i10,Sportz,2014,48785,Petrol,Manual,350000.0,12,Hyundai,29166.67,4065.42,Non-Luxury
Ford Ecosport,1.5 Petrol Titanium Plus BSIV,2016,21000,Petrol,Manual,435000.0,10,Ford,43500.0,2100.0,Non-Luxury
Hyundai i20,Sportz BSVI,2025,21264,Petrol,Manual,715000.0,1,Hyundai,715000.0,21264.0,Non-Luxury
Maruti Suzuki Ciaz,Delta BSVI,2021,110000,Petrol,Manual,850000.0,5,Maruti Suzuki,170000.0,22000.0,Non-Luxury
Toyota Corolla Altis,Petrol LE,2015,72816,Petrol,Manual,532000.0,11,Toyota,48363.64,6619.64,Non-Luxury
Maruti Suzuki Ciaz,1.4 Delta,2018,64000,Petrol,Manual,465000.00000000006,8,Maruti Suzuki,58125.0,8000.0,Non-Luxury
Mercedes-Benz GLE,300d 4Matic,2024,12000,Diesel,Automatic,7800000.0,2,Mercedes-Benz,3900000.0,6000.0,Luxury
Tata Indigo,GLS,2017,50000,Petrol,Manual,220000.00000000003,9,Tata,24444.44,5555.56,Non-Luxury
Hyundai Grand i10,1.2 Kappa Sportz Option AT,2017,36000,Petrol,Automatic,385000.0,9,Hyundai,42777.78,4000.0,Non-Luxury
Hyundai i20,Magna Plus BSIV,2019,37531,Petrol,Manual,468000.0,7,Hyundai,66857.14,5361.57,Non-Luxury
Mercedes-Benz E-Class,Expression E 200 BSIV,2019,28000,Petrol,Automatic,3590000.0,7,Mercedes-Benz,512857.14,4000.0,Non-Luxury
Honda Amaze,S Option i-VTEC,2017,80000,Petrol,Manual,310000.0,9,Honda,34444.44,8888.89,Non-Luxury
BMW 3 Series GT,M Sport Petrol,2019,60000,Petrol,Automatic,2550000.0,7,BMW,364285.71,8571.43,Non-Luxury
Honda Amaze 2nd Gen,S,2023,52000,Petrol,Manual,610000.0,3,Honda,203333.33,17333.33,Non-Luxury
Ford Ecosport,1.5 Petrol Titanium Plus BSIV,2016,20000,Petrol,Manual,420000.0,10,Ford,42000.0,2000.0,Non-Luxury
Mahindra XUV500,W7 BSIV,2018,100000,Diesel,Manual,650000.0,8,Mahindra,81250.0,12500.0,Non-Luxury
Mercedes-Benz GLC,200,2022,74000,Petrol,Automatic,3849000.0,4,Mercedes-Benz,962250.0,18500.0,Non-Luxury
Mercedes-Benz GLC,220d 4MATIC Style,2017,91000,Diesel,Automatic,1714999.9999999998,9,Mercedes-Benz,190555.56,10111.11,Non-Luxury
Hyundai Grand i10,1.2 Kappa Magna BSIV,2019,90000,Petrol,Manual,360000.0,7,Hyundai,51428.57,12857.14,Non-Luxury
Hyundai i20,Asta Option 1.2,2016,47000,Petrol,Manual,445000.0,10,Hyundai,44500.0,4700.0,Non-Luxury
Hyundai Creta,EX Diesel BSVI,2021,48000,Diesel,Manual,894999.9999999999,5,Hyundai,179000.0,9600.0,Non-Luxury
MG Hector,Sharp CVT,2021,39000,Petrol,Automatic,1095000.0,5,MG,219000.0,7800.0,Non-Luxury
Hyundai Grand i10,Sportz,2014,80000,Petrol,Manual,210000.0,12,Hyundai,17500.0,6666.67,Non-Luxury
Hyundai Creta,EX Diesel BSVI,2021,70000,Diesel,Manual,930000.0,5,Hyundai,186000.0,14000.0,Non-Luxury
Jaguar XJ,2.0L Portfolio,2017,44000,Petrol,Automatic,3190000.0,9,Jaguar,354444.44,4888.89,Non-Luxury
Kia Seltos,HTX IVT,2023,33000,Petrol,Automatic,1345000.0,3,Kia,448333.33,11000.0,Non-Luxury
Mahindra XUV500,W6 2WD,2018,90000,Diesel,Manual,625000.0,8,Mahindra,78125.0,11250.0,Non-Luxury
BMW X5 M,Competition,2022,35000,Petrol,Automatic,4800000.0,4,BMW,1200000.0,8750.0,Non-Luxury
Volvo S60,D4 SUMMUM,2016,78000,Diesel,Automatic,950000.0,10,Volvo,95000.0,7800.0,Non-Luxury
Jeep Compass,1.4 Limited Plus,2020,47000,Petrol,Automatic,1175000.0,6,Jeep,195833.33,7833.33,Non-Luxury
Honda City,i-VTEC CVT ZX,2018,80000,Petrol,Automatic,620000.0,8,Honda,77500.0,10000.0,Non-Luxury
Mercedes-Benz GLC,200,2022,74000,Petrol,Automatic,3790000.0,4,Mercedes-Benz,947500.0,18500.0,Non-Luxury
Toyota Etios Liva,1.2 G,2016,88000,Petrol,Manual,365000.0,10,Toyota,36500.0,8800.0,Non-Luxury
Toyota Glanza,G,2019,69000,Petrol,Manual,495000.0,7,Toyota,70714.29,9857.14,Non-Luxury
Honda CR-V,2.4L 4WD AT,2017,70000,Petrol,Automatic,975000.0,9,Honda,108333.33,7777.78,Non-Luxury
Audi Q3,30 TFSI Premium FWD,2019,64000,Petrol,Automatic,1875000.0,7,Audi,267857.14,9142.86,Non-Luxury
Skoda Kushaq,1.0 TSI Style BSVI,2022,56442,Petrol,Manual,875000.0,4,Skoda,218750.0,14110.5,Non-Luxury
Maruti Suzuki Ciaz,1.4 Delta,2017,92709,Petrol,Manual,363000.0,9,Maruti Suzuki,40333.33,10301.0,Non-Luxury
Tata Nexon,1.5 Revotorq XZ Plus,2018,82000,Diesel,Manual,520000.0,8,Tata,65000.0,10250.0,Non-Luxury
Mercedes-Benz CLA,200 CGI Sport,2016,16000,Petrol,Automatic,2000000.0,10,Mercedes-Benz,200000.0,1600.0,Non-Luxury
Hyundai Venue,SX Turbo BSIV,2019,86784,Petrol,Manual,546000.0,7,Hyundai,78000.0,12397.71,Non-Luxury
Mercedes-Benz GLC,220d 4MATIC,2021,36000,Diesel,Automatic,3775000.0,5,Mercedes-Benz,755000.0,7200.0,Non-Luxury
Maruti Suzuki Swift Dzire,LXi,2011,150000,Petrol,Manual,165000.0,15,Maruti Suzuki,11000.0,10000.0,Non-Luxury
Kia Seltos,HTX IVT,2024,13500,Petrol,Automatic,1525000.0,2,Kia,762500.0,6750.0,Non-Luxury
Maruti Suzuki Ciaz,Zeta BSVI,2022,35000,Petrol,Manual,725000.0,4,Maruti Suzuki,181250.0,8750.0,Non-Luxury
Hyundai Venue,S Turbo BSIV,2019,59000,Petrol,Manual,625000.0,7,Hyundai,89285.71,8428.57,Non-Luxury
Hyundai Venue,SX Diesel BSVI,2022,80000,Diesel,Manual,900000.0,4,Hyundai,225000.0,20000.0,Non-Luxury
Honda WR-V,i-VTEC VX,2017,79000,Petrol,Manual,485000.0,9,Honda,53888.89,8777.78,Non-Luxury
BMW X3,xDrive30i SportX Plus,2022,11900,Petrol,Automatic,4890000.0,4,BMW,1222500.0,2975.0,Non-Luxury
Honda City,i-VTEC CVT V,2018,40000,Petrol,Automatic,635000.0,8,Honda,79375.0,5000.0,Non-Luxury
Toyota Etios,1.5 GX,2017,90000,Petrol,Manual,410000.0,9,Toyota,45555.56,10000.0,Non-Luxury
Honda City,V MT,2022,68000,Petrol,Manual,790000.0,4,Honda,197500.0,17000.0,Non-Luxury
Honda CR-V,Diesel 2WD,2019,120000,Diesel,Automatic,1299000.0,7,Honda,185571.43,17142.86,Non-Luxury
Hyundai Alcazar,Signature,2023,17000,Petrol,Manual,1650000.0,3,Hyundai,550000.0,5666.67,Non-Luxury
Tata Nexon,1.5 Revotorq XZA Plus,2018,120000,Diesel,Automatic,500000.0,8,Tata,62500.0,15000.0,Non-Luxury
Tata Curvv,Creative Plus S DCA,2024,9000,Petrol,Automatic,1299000.0,2,Tata,649500.0,4500.0,Non-Luxury
Hyundai Venue,SX Opt Turbo iMT DT BSVI,2022,60000,Petrol,Manual,690000.0,4,Hyundai,172500.0,15000.0,Non-Luxury
Toyota Rumion,G,2025,5000,Petrol,Manual,1045000.0,1,Toyota,1045000.0,5000.0,Non-Luxury
Kia Carnival,Limousine,2021,120000,Diesel,Automatic,2000000.0,5,Kia,400000.0,24000.0,Non-Luxury
Hyundai i20,Asta,2025,21000,Petrol,Manual,760000.0,1,Hyundai,760000.0,21000.0,Non-Luxury
Hyundai Creta,1.6 EX Petrol,2020,124656,Petrol,Manual,849000.0,6,Hyundai,141500.0,20776.0,Non-Luxury
Toyota Camry,2.5 G,2015,60000,Petrol,Automatic,1100000.0,11,Toyota,100000.0,5454.55,Non-Luxury
Hyundai Venue,S,2021,29326,Petrol,Manual,545000.0,5,Hyundai,109000.0,5865.2,Non-Luxury
Mercedes-Benz C-Class,Progressive C 200,2019,16000,Petrol,Automatic,2890000.0,7,Mercedes-Benz,412857.14,2285.71,Non-Luxury
Hyundai Creta,E Diesel BSVI,2022,18000,Diesel,Manual,1075000.0,4,Hyundai,268750.0,4500.0,Non-Luxury
Maruti Suzuki Vitara Brezza,ZXI Plus,2021,94000,Petrol,Manual,700000.0,5,Maruti Suzuki,140000.0,18800.0,Non-Luxury
Hyundai Creta,1.6 SX Automatic,2019,70000,Petrol,Automatic,825000.0,7,Hyundai,117857.14,10000.0,Non-Luxury
